2017,hyundai,tucson,495000000,0,1,0,1,2,1
2018,chery,tiggo7,274000000,0,1,0,1,0,5
2011,renault,tondar90,48000000,118000,0,0,14,0,3
2017,jac,s5,185000000,16000,1,0,1,0,1
2008,hyundai,NA,195000000,114000,1,0,1,0,2
2014,kia,optima,337000000,86000,1,0,6,0,1
2018,peugeot,NA,275000000,0,1,0,1,1,4
2007,mazda,3 ir,99500000,0,1,0,6,1,-1
2009,toyota landcruiser,4door v6,870000000,0,1,0,13,0,-1
2015,hyundai,NA,370000000,40000,1,0,1,1,7
2017,bmw,x4,1330000000,0,1,0,1,0,5
2011,toyota landcruiser,4door v6,1220000000,50000,1,0,1,0,1
2011,hyundai,NA,240000000,150000,1,0,3,1,1
2017,renault,symbol,142000000,19000,1,0,1,0,2
2014,bmw 5,series sedan,678000000,99000,1,0,1,0,4
2008,mazda,3 ir,117000000,150306,1,0,5,2,1
2009,hyundai,NA,195000000,138000,1,0,1,28,1
2018,mitsubishi,asx,415000000,6000,1,0,1,0,1
2008,toyota,prado 4doors,625000000,240000,1,0,1,0,2
2013,subaru,NA,460000000,52000,1,0,6,0,1
2016,alfa,romeo,500000000,38000,1,0,1,4,6
2018,mvm,x33s at,165000000,0,1,0,1,0,1
2011,kia,cerato,195000000,0,1,0,3,1,1
2017,samand,soren elx,75800000,42000,0,0,1,0,1
2013,toyota,prado 2doors,695000000,79000,1,0,1,0,1
2007,hyundai,tucson,170000000,320000,1,0,1,1,1
2009,mercedes benz,e class,355000000,150000,1,0,1,0,8
2018,hyundai,NA,350000000,0,1,0,1,4,1
2018,mazda 3,sedan 2.0l,275000000,0,1,0,1,0,1
2013,kia,optima,310000000,92000,1,0,1,0,1
2013,honda,accord,300000000,114000,1,0,3,1,2
2011,nissan,maxima ir,233000000,78000,1,0,1,0,-1
2016,bmw,x3,960000000,28000,1,0,1,19,5
2015,hyundai,santafe ix45,420000000,48000,1,0,12,1,1
2014,toyota,camry,410000000,59000,1,0,1,0,2
2016,peugeot,206 ir,58000000,103000,0,0,11,0,1
2599,toyota,landcruiser 2door,70000000,100000,0,0,6,0,1
2017,lexus nx,300h f,895000000,5150,1,2,1,12,1
2016,mvm,x33s at,139000000,51000,1,0,1,0,1
2018,peugeot,pars,88000000,0,0,0,1,0,2
2017,hyundai,tucson,465000000,51000,1,0,1,0,4
2013,hyundai,veracruz,520000000,160000,1,0,1,1,1
2018,hyundai,NA,725000000,0,1,0,1,9,1
2017,peugeot,206 ir,62000000,50000,0,0,1,7,1
2017,toyota,c hr,500000000,9200,1,2,1,12,-1
2006,toyota,camry,165000000,190000,1,0,4,10,2
2009,mercedes benz,cls class,700000000,45000,1,0,1,0,6
2017,kia,optima,455000000,31000,1,0,3,6,1
2010,hyundai,NA,170000000,170000,1,0,12,4,-1
2016,kia,sorento,600000000,42000,1,0,1,1,4
2016,renault,duster pe,200000000,12000,1,0,1,24,2
2016,hyundai,santafe ix45,470000000,50000,1,0,1,0,-1
2013,toyota,camry,390000000,88000,1,0,1,1,2
2017,bmw,x4,1080000000,39000,1,0,1,0,8
2017,mvm,x22 at,120000000,26000,1,0,1,8,12
2015,kia,cerato,268000000,55000,1,0,1,1,1
2015,hyundai,NA,165000000,41000,1,0,1,0,1
2017,kia,optima,475000000,7000,1,0,1,0,4
2014,kia,optima,355000000,58000,1,0,1,0,1
2012,toyota landcruiser,4door v6,1350000000,92000,1,0,1,1,1
2018,volkswagen,NA,670000000,9000,1,0,1,2,1
2007,toyota,camry,180000000,160000,0,0,1,0,2
2018,renault,sandero,116000000,0,1,0,1,0,1
2014,mercedes benz,e class,750000000,49000,1,0,1,6,1
2013,hyundai,NA,305000000,159000,1,0,1,0,1
2017,renault,sandero stepway,117000000,33000,1,0,1,0,3
2012,hyundai,NA,370000000,96000,1,0,1,0,1
2013,hyundai,NA,410000000,0,1,0,3,1,2
2017,porsche,NA,1650000000,16000,1,0,1,0,1
2007,toyota,camry,230000000,186000,1,0,1,4,3
2014,kia,sportage gt,335000000,61000,1,0,1,0,1
2015,ssang yong,new korando,250000000,35000,1,0,1,1,1
2007,nissan,NA,155000000,225000,0,0,4,4,3
2613,volkswagen,NA,60000000,180000,0,0,5,7,3
2008,nissan,pickup ir,97000000,263000,0,0,14,2,3
2010,toyota,aurion,385000000,130000,1,0,3,0,2
2018,peugeot,207,105000000,27000,1,0,1,0,1
2012,porsche,cayenne,1250000000,70000,1,0,1,0,8
2018,renault,NA,585000000,3700,1,0,1,10,5
2017,bmw 5,series sedan,1300000000,5000,1,0,1,0,5
2015,bmw 5,series sedan,790000000,64000,1,0,3,1,7
2017,hyundai,NA,320000000,18000,1,0,1,7,1
2015,mvm,315 hatchback,55000000,120000,0,0,1,0,1
2014,baic,NA,180000000,77000,1,0,1,0,3
2008,toyota,prado 4doors,440000000,260000,1,0,1,0,2
2017,mitsubishi,lancer 1.8,270000000,23000,1,0,1,1,1
2015,mercedes benz,e class,1100000000,38000,1,0,1,0,2
2014,alfa,romeo,320000000,310000,1,0,5,21,1
2014,bmw 5,series sedan,695000000,80000,1,0,1,1,5
2014,bmw 5,series sedan,670000000,50000,1,0,1,2,2
2017,mvm,110s,40000000,22500,0,0,3,8,1
2017,lexus nx,300h f,880000000,13000,1,2,1,0,1
2016,audi,NA,800000000,63000,1,0,1,0,-1
2010,mercedes benz,c class,450000000,38000,1,0,1,0,1
2018,jac,s5,201000000,0,1,0,1,0,1
2009,peugeot,206 ir,45000000,220000,1,0,5,21,-1
2013,toyota,prado 2doors,620000000,110000,1,0,4,0,1
2018,hyundai,accent,205000000,0,1,0,1,0,1
2010,toyota landcruiser,4door v6,1080000000,105000,1,0,1,1,1
2015,mercedes benz,e class,1030000000,27000,1,0,1,0,1
2014,renault,NA,310000000,50000,1,0,1,1,2
2010,hyundai,NA,280000000,141000,1,0,5,0,4
2018,chery,arrizo5te at,169000000,14000,1,0,1,0,1
2014,geely,emgrand7,105000000,86000,1,0,3,24,3
2007,hyundai,NA,171000000,140000,1,0,4,21,2
2018,kia cerato,ir 2000,203000000,0,1,0,1,0,1
2018,haval,NA,220000000,0,1,0,1,0,1
2015,toyota,hilux high,415000000,48000,0,0,1,10,6
2011,mazda,3 hatchback,182000000,113000,1,0,12,0,1
2015,hyundai,santafe ix45,345000000,68000,1,0,3,0,1
2012,toyota,prado 2doors,680000000,45000,1,0,1,0,1
2015,hyundai,NA,365000000,33000,1,0,4,1,1
2018,bmw 5,series sedan,1450000000,0,1,0,1,0,5
2017,mvm,x22 at,122000000,22000,1,0,1,2,12
2016,honda,cr v,490000000,45500,1,0,1,8,-1
2015,hyundai,santafe ix45,440000000,40000,1,0,1,1,1
2018,haima,s7 1.8l,200000000,0,1,0,1,0,1
2010,peugeot,206sd,49000000,120000,1,0,5,0,1
2016,bmw,x4,940000000,41000,1,0,1,19,5
2015,jac,j5,90000000,117000,1,0,1,1,1
2012,toyota,prado 4doors,930000000,90000,1,0,1,0,2
2007,mitsubishi,pajero 4door,400000000,0,1,0,1,1,2
2009,nissan,pickup ir,130000000,220000,0,0,1,0,3
2006,toyota,corolla,112000000,230000,1,0,5,0,4
