bmw 3,series convertible,2009,330i,350000000,melli,150000,1,0,5,0,3
bmw 3,series sedan,2014,328i,590000000,melli,34000,1,0,1,4,1
lexus nx,300h f,2017,sport,800000000,melli,30000,1,2,5,1,6
toyota,corolla,2014,gli,298000000,melli,127000,1,0,1,0,2
hyundai,avante,2009,mt,92000000,melli,137134,0,0,3,4,3
bmw,x4,2016,28,1100000000,melli,18000,1,0,1,1,5
lifan,x60,2017,at,105000000,melli,52089,1,0,1,0,1
renault,duster pe,2016,fwd,200000000,melli,38000,1,0,1,0,2
hyundai,santafe ix45,2017,2400cc,585000000,melli,10000,1,0,1,0,1
kia,optima,2016,gtline,475000000,melli,400,1,0,1,1,-1
mercedes benz,e class,2012,e350,920000000,melli,57000,1,0,1,0,8
mercedes benz,e class,2012,e350,820000000,melli,33000,1,0,4,5,2
toyota,prado 4doors,2007,6cylinder,590000000,melli,111000,1,0,1,1,3
toyota,aurion,2011,grande,425000000,melli,124622,1,0,1,0,2
mercedes benz,s class,2006,s350,740000000,melli,180000,1,0,3,1,1
toyota,camry,2007,gl,185000000,melli,180000,1,0,1,0,3
mercedes benz,c class,2014,c200,630000000,melli,54000,1,0,4,0,1
hyundai,tucson,2017,ix35,460000000,melli,33500,1,0,1,0,4
nissan,maxima ir,2008,mt,160000000,melli,170000,0,0,1,2,2
lexus nx,300h f,2016,sport,770000000,melli,40000,1,2,1,12,1
toyota,prado 2doors,2008,4cylinder,418000000,melli,180000,1,0,1,0,2
hyundai,genesis,2011,coupe,300000000,melli,181000,1,0,5,0,1
porsche,boxster 6cylinder,2012,s,720000000,melli,67000,1,0,1,16,1
peugeot,508,2017,gtline,415000000,melli,9900,1,0,1,17,1
kia,mohave,2013,v8,610000000,melli,91000,1,0,1,0,2
mercedes benz,cls class,2012,cls500,1240000000,melli,53000,1,0,3,1,4
hyundai,santafe ix45,2010,3500cc,270000000,melli,161000,1,0,5,21,1
toyota,c hr,2017,hybrid,520000000,melli,15000,1,2,1,2,7
mercedes benz,s class,2008,s350,850000000,melli,140000,1,0,1,0,8
toyota,aurion,2012,grande,420000000,melli,205000,1,0,1,1,3
ssang,yong tivoli,2016,elite,213000000,melli,60000,1,0,1,4,2
chery,tiggo7,2018,excellent,248000000,melli,29000,1,0,1,13,4
lexus nx,200t f,2016,sport,785000000,melli,18800,1,0,1,12,1
lotus,elise 220,2016,cup,1900000000,melli,0,0,0,1,7,8
mvm x22,mt sport,2018,excellent,125000000,melli,0,0,0,1,8,7
citroen,c3,2018,ir,305000000,melli,0,1,0,1,0,1
mvm,110s sport,2018,luxury,49000000,melli,0,0,0,1,0,1
alfa,romeo,2017,giulietta,390000000,melli,12000,1,0,1,0,1
mercedes benz,s class,2016,s550,920000000,gozar movaqaat,60000,1,0,1,0,2
mercedes benz,cls class,2005,cls350,520000000,melli,140000,1,0,3,4,4
toyota,prado 2doors,2012,4cylinder,670000000,melli,62000,1,0,1,0,1
hyundai,tucson,2014,ix35,330000000,melli,55000,1,0,1,1,1
alfa,romeo,2013,giulietta,275000000,melli,87000,1,0,1,0,6
suzuki grand,ir at,2012,2.4,190000000,melli,240000,1,0,6,0,1
peugeot,206 ir,2004,type2,27000000,melli,190000,0,0,7,4,1
toyota,camry hybrid,2015,xle,470000000,melli,30000,1,2,1,1,1
toyota,aurion,2011,grande,415000000,melli,90000,1,0,1,4,3
hyundai,elantra,2018,ir,352000000,melli,0,1,0,1,0,1
kia,cerato,2015,koup,285000000,melli,44000,1,0,1,0,1
kia,cerato,2017,2000,330000000,melli,15000,1,0,1,0,1
bmw 3,series convertible,2008,335i,430000000,melli,140000,1,0,4,0,5
ssang yong,new actyon,2014,luxury,285000000,melli,16383,1,0,3,1,1
geely,emgrand,2014,x7,145000000,melli,85000,1,0,3,35,1
lexus,rx,2010,350,500000000,melli,170000,1,0,5,0,2
geely,emgrand7 rv,2014,at,100000000,melli,0,1,0,1,1,3
kia,optima,2013,basic,295000000,melli,154000,1,0,3,0,17
mitsubishi,outlander,2018,type5,530000000,melli,2800,1,0,1,1,1
bmw 3,series sedan,2014,320i,495000000,melli,60000,1,0,1,6,2
lexus,es,2015,250,695000000,melli,66000,1,0,1,0,1
kia,sportage gt,2015,line,400000000,melli,88000,1,0,1,1,1
hyundai,santafe ix45,2015,2400cc,468000000,melli,90000,1,0,1,1,1
nissan,pickup ir,2007,2cab,110000000,melli,280000,0,0,1,0,3
bmw 3,series sedan,2005,318i,175000000,melli,200000,0,0,3,9,2
toyota,c hr,2018,hybrid,530000000,melli,0,1,2,1,0,5
nissan,murano,2008,le,235000000,melli,163000,1,0,5,13,1
porsche,panamera,2011,4s,1250000000,melli,40000,1,0,1,0,2
kia,optima,2017,gtline,305000000,gozar movaqaat,2600,1,0,1,0,1
hyundai,tucson,2015,ix35,380000000,melli,89900,1,0,1,0,4
bmw,x1,2014,18,450000000,melli,12000,1,0,1,6,2
mercedes benz,s class,2005,s350,420000000,melli,300000,1,0,3,4,3
hyundai,tucson,2007,ix35,185000000,melli,119000,1,0,3,8,3
lexus,nx hybrid,2017,300h,840000000,melli,8500,1,2,1,12,1
toyota,aurion,2010,grande,362000000,melli,100000,1,0,4,0,3
toyota,camry,2001,gli,115000000,melli,168000,0,0,5,8,2
renault,fluence,2015,mt,165000000,melli,63000,0,0,1,0,3
kia,optima,2010,gtline,225000000,melli,177000,1,0,1,0,1
chery,arrizo5te at,2018,excellent,150000000,melli,39000,1,0,1,1,1
hyundai,tucson,2015,ix35,385000000,melli,66000,1,0,1,1,1
mvm,x22 at,2018,luxury,140000000,melli,0,1,0,1,1,1
toyota,camry,2013,gl,305000000,melli,125669,1,0,1,1,2
mazda,3 ir,2008,type3,126000000,melli,145000,1,0,13,0,1
mitsubishi,pajero 4door,2002,6cylinder,130000000,melli,254000,0,0,13,0,3
kia,mohave,2013,v8,570000000,melli,156000,1,0,1,0,1
lexus,rx,2010,350,630000000,melli,130000,1,0,1,1,1
bmw 5,series sedan,2014,528i,760000000,melli,90000,1,0,1,0,4
nissan,juke,2017,platinum,316000000,melli,19000,1,0,1,2,1
lexus,is,2012,300,380000000,melli,160000,1,0,4,0,1
hyundai,veracruz,2012,ix55,430000000,melli,104000,1,0,3,1,3
renault,talisman,2017,e3,465000000,melli,16000,1,0,1,0,1
kia,optima,2014,basic,348000000,melli,70000,1,0,1,0,2
toyota,prado 2doors,2008,4cylinder,410000000,melli,197000,1,0,1,0,2
nissan,x,2016,trail,463000000,melli,40000,1,0,1,1,1
nissan,maxima ir,2011,mt,192000000,melli,0,0,0,1,0,3
geely,emgrand,2014,x7,165000000,melli,31000,1,0,1,0,1
besturn,b30,2018,at,132000000,melli,0,1,0,1,11,2
hyundai,santafe ix45,2008,2700cc,235000000,melli,150000,1,0,1,5,3
lexus nx,300h f,2017,sport,865000000,melli,16200,1,2,6,12,1
chery,arrizo5te at,2018,excellent,189000000,melli,0,1,0,1,1,1
kia,optima,2017,gtline,520000000,melli,6000,1,0,1,1,4
mazda 3,sedan 2.0l,2013,type4,205000000,melli,134000,1,0,3,0,1
chery,tiggo5 at,2018,excellent,195000000,melli,3749,1,0,1,1,14
mercedes benz,cls class,2012,cls500,1070000000,melli,90000,1,0,4,1,1
kia,sportage,2014,basic,348000000,melli,68000,1,0,1,0,1
hyundai,veracruz,2010,ix55,380000000,melli,113000,1,0,8,11,1
mvm,x33,2014,mt,73000000,melli,65000,0,0,4,1,2
chery,tiggo5 at,2018,luxury,200000000,melli,0,1,0,1,6,1
capra,4door,2011,4wd,100000000,melli,135000,0,0,1,0,3
mitsubishi,outlander,2015,type3,345000000,melli,76000,1,0,1,1,1
toyota,c hr,2018,hybrid,520000000,melli,0,1,2,1,0,1
bmw 3,series sedan,2013,328i,575000000,melli,39000,1,0,1,0,1
bmw 3,series sedan,2013,328i,590000000,melli,73000,1,0,1,0,6
hyundai,veracruz,2010,ix55,360000000,melli,250000,1,0,3,0,4
bmw,7 series,2017,730li,1850000000,melli,700,1,0,1,0,7
peugeot,206 ir,2018,type2,66000000,melli,20000,0,0,1,0,10
mg,6,2014,magnette,157000000,melli,75000,1,0,1,0,1
bmw 3,series sedan,2014,320i,530000000,melli,93000,1,0,1,1,4
kia,cerato,2012,koup,215000000,melli,104000,1,0,1,4,-1
chery,arrizo5te at,2018,excellent,157000000,melli,30000,1,0,1,0,1
renault,sandero,2016,at,102000000,melli,37000,1,0,1,0,-1
pride,131,2014,se,31000000,melli,200000,0,1,6,0,3
peugeot,206 ir,2018,type2,68700000,melli,4000,0,0,1,0,3
geely,emgrand7,2014,at,107000000,melli,50000,1,0,1,4,22
hyundai,accent,2018,ir,215000000,melli,0,1,0,1,1,1
peugeot,206sd,2011,v8,56000000,melli,150000,0,0,12,0,1
jac,j5,2016,mt,95000000,melli,30000,0,0,1,0,1
peugeot,206 ir,2008,type2,37900000,melli,150000,0,0,5,4,1
peugeot,206sd,2013,v8,57500000,melli,130000,0,0,1,0,1
saina,ex,2018,mt,48000000,melli,0,0,0,1,0,1
mitsubishi,lancer 1.8,2017,at,277000000,melli,17000,1,0,1,1,1
mitsubishi,lancer 1.8,2017,at,275000000,melli,21000,1,0,1,1,1
nissan,maxima ir,2004,at,123000000,melli,200000,1,0,13,1,3
pride,111,2016,se,38000000,melli,70000,0,0,1,5,3
mitsubishi,outlander,2017,type5,508000000,melli,19000,1,0,1,0,1
peugeot,206 ir,2016,type5,64000000,melli,80000,0,0,1,0,1
hyundai,veracruz,2011,ix55,350000000,melli,202000,1,0,12,1,1
citroen,xantia 2.0,2006,sx,45000000,melli,294000,0,0,6,4,18
hyundai,accent,2018,ir,228000000,melli,0,1,0,1,0,1
hyundai,accent,2018,ir,228000000,melli,0,1,2,1,1,1
toyota,prius,2017,b,325000000,melli,47000,1,2,1,1,1
peugeot,405,2007,glx,26000000,melli,310000,0,0,13,2,1
brilliance,cross C3,2018,1650cc,132000000,melli,17000,1,0,1,0,1
mazda,3 hatchback,2010,type3,170000000,melli,124000,1,0,4,1,1
renault,talisman,2018,e3,520000000,melli,3900,1,0,1,1,1
geely,emgrand7,2014,at,112000000,melli,89000,1,0,1,0,3
renault,sandero,2018,mt,100000000,melli,8000,0,0,7,1,3
haima,s7 1.8l,2018,turbo,220000000,melli,0,1,0,1,1,1
peugeot,405,2004,glx,19000000,melli,190000,0,0,5,1,1
peugeot,206 ir,2018,type5,81000000,melli,0,0,0,1,0,-1
hyundai,tucson,2014,ix35,330000000,melli,100000,1,0,1,0,1
kia,optima,2013,basic,320000000,melli,155000,1,0,1,0,1
samand,lx ef7,2017,cng,66800000,melli,62000,0,1,1,0,2
lexus,rx,2009,350,525000000,melli,118000,1,0,6,0,2
porsche,boxster,2011,6cylinder,680000000,melli,68000,1,0,1,7,1
haima,s7,2016,2.0l,163000000,melli,108000,1,0,1,0,3
nissan,teana,2009,im,235000000,melli,256000,1,0,9,33,2
peugeot,206 ir,2013,type5,45000000,melli,205000,0,0,5,0,14
samand,soren elx,2017,turbo,74000000,melli,34000,0,0,1,0,1
bmw 2,series coupe,2016,220i,570000000,melli,50000,1,0,1,4,6
renault,sandero stepway,2018,at,140000000,melli,0,1,0,1,0,1
peugeot,206sd,2018,v8,85000000,melli,0,0,0,1,0,1
mvm x22,mt sport,2017,excellent,102000000,melli,18000,0,0,1,0,1
toyota,camry,2007,gl,178000000,melli,240000,1,0,4,0,3
kia,sportage,2011,basic,285000000,melli,0,1,0,1,1,1
renault,megan ir,2011,2000,118000000,melli,195000,1,0,4,0,2
toyota,prado 2doors,2006,6cylinder,390000000,melli,186000,1,0,1,4,3
toyota,prius,2017,3,360000000,melli,0,1,2,1,0,3
alfa,romeo,2012,giulietta,220000000,melli,119000,1,0,1,21,6
nissan,patrol 2door,2002,ir,45000000,melli,0,0,0,13,1,-1
pride,131,2018,se,39000000,melli,0,0,0,1,0,1
mercedes benz,e class,2006,e350,325000000,melli,125000,1,0,4,4,11
nissan,maxima ir,2011,at,247000000,melli,64000,1,0,1,0,3
mitsubishi,pajero 2door,1984,4cylinder,55000000,melli,0,0,0,14,0,16
renault,tondar90,2015,at,80000000,melli,50000,1,0,4,0,3
peugeot,206 ir,2007,type2,39000000,melli,210000,0,0,4,8,1
chery,arrizo5te at,2017,excellent,170000000,melli,800,1,0,1,0,1
kia,sorento,2015,basic,510000000,melli,54000,1,0,7,29,1
kia,sportage,2015,basic,355000000,melli,50000,1,0,3,1,1
ssang,yong,2013,actyon,220000000,melli,95000,1,0,1,0,1
hyundai,veracruz,2011,ix55,372000000,melli,71000,1,0,4,0,1
mvm,110,2010,3cylinder,19300000,melli,120000,0,0,1,1,2
bmw 5,series sedan,2013,528i,595000000,melli,118000,1,0,1,9,2
mg,6,2012,gt,125000000,melli,126000,1,0,5,1,-1
bmw,x3,2014,28,600000000,melli,40000,1,0,3,10,2
toyota,c hr,2018,hybrid,570000000,melli,0,1,2,1,0,1
mazda,3 hatchback,2012,type3,198000000,melli,128000,1,0,3,2,1
volvo,xc60 r,2014,design,580000000,melli,98000,1,0,3,0,1
hyundai,santafe ix45,2014,2400cc,336000000,melli,70000,1,0,4,0,1
peugeot,pars,2012,mt,53000000,melli,170000,0,0,1,1,2
mazda,3 ir,2009,type3,144000000,melli,135000,1,0,1,0,1
jac,s5,2016,mt,160000000,melli,21000,0,0,1,1,1
renault,sandero stepway,2018,at,132000000,melli,0,1,0,1,0,3
citroen,xantia 2.0,2008,sx,66000000,melli,270000,0,0,4,1,1
bmw 3,series sedan,2005,320i,150000000,melli,149000,1,0,5,0,1
mercedes benz,c class,2005,c200,165000000,melli,220000,1,0,8,32,2
mazda 3,sedan 2.0l,2010,type3,181000000,melli,156000,1,0,3,0,1
mazda,3 hatchback,2010,type3,177000000,melli,0,1,0,1,7,1
besturn,b30,2018,at,135000000,melli,0,1,0,1,0,1
brilliance,h220,2018,mt,75000000,melli,0,0,0,1,0,3
samand,lx ef7,2010,cng,34500000,melli,140000,0,1,3,1,2
lifan,620,2012,1.8,54800000,melli,120000,0,0,3,0,2
peugeot,206 ir,2007,type2,38000000,melli,220000,0,0,5,4,3
peugeot,206 ir,2007,type2,37000000,melli,185000,0,0,5,4,3
ssang,yong,2010,kyron,245000000,melli,68000,1,0,1,0,1
kia,cerato,2010,koup,200000000,melli,127000,1,0,3,7,4
hyundai,santafe ix45,2015,2400cc,490000000,melli,28000,1,0,1,0,1
mvm,x33,2014,mt,83000000,melli,73000,0,0,1,0,2
peugeot,405,2008,glx,30000000,melli,290000,0,0,6,4,1
nissan,teana ir,2012,xv,300000000,melli,135000,1,0,3,1,1
bmw 3,series sedan,2018,330i,1060000000,melli,0,1,0,1,0,3
hyundai,tucson,2017,ix35,430000000,melli,7000,1,0,1,0,4
bmw 3,series sedan,2018,330i,1060000000,melli,0,1,0,1,0,3
toyota,prado 4doors,2012,6cylinderonroad,830000000,melli,125000,1,0,3,0,1
bmw 3,series sedan,2018,330i,1030000000,melli,0,1,0,1,0,6
chery,arrizo5 at,2018,excellent,165000000,melli,28000,1,0,1,0,1
hyundai,accent,2018,ir,228000000,melli,0,1,0,1,1,1
hyundai,accent,2018,ir,228000000,melli,0,1,0,1,2,1
opel,astra,2014,hatchback,629000000,melli,95000,1,0,3,1,3
bmw 3,series sedan,2005,318i,137000000,melli,317000,0,0,5,20,2
chery,tiggo5 at,2017,excellent,181500000,melli,0,1,0,1,0,1
mazda 3,sedan 2.0l,2018,type4,288000000,melli,0,1,0,1,0,1
mercedes benz,c class,2009,c200,425000000,melli,65000,1,0,1,0,1
peugeot,206 ir,2014,type5,65000000,melli,135000,0,0,1,1,3
mitsubishi,outlander,2018,type5,535000000,melli,2700,1,0,1,0,1
mvm,315 hatchback,2017,sport,63500000,melli,70000,0,0,6,7,1
lifan,x60,2016,mt,89000000,melli,30000,0,0,1,0,1
nissan,teana ir,2011,xv,265000000,melli,146000,1,0,1,30,2
peugeot,206sd,2016,v8,56000000,melli,44000,0,0,13,0,1
hyundai,veracruz,2010,ix55,400000000,melli,160000,1,0,1,0,4
samand,lx,2008,basic,31500000,melli,340000,0,1,5,2,2
ssang yong,new actyon,2014,luxury,285000000,melli,80000,1,0,1,0,1
renault,tondar90 plus,2018,at,115000000,melli,18000,1,0,1,0,-1
hyundai,santafe ix45,2014,2400cc,450000000,melli,70000,1,0,1,4,1
hyundai,tucson,2009,ix35,185000000,melli,178000,1,0,9,2,1
bmw 4,series grancoupe,2015,428i,770000000,melli,50000,1,0,1,1,6
bmw 5,series sedan,2014,528i,690000000,melli,76000,1,0,6,6,7
jac,j5,2014,at,90000000,melli,90000,1,0,4,0,1
renault,tondar90 plus,2017,at,113500000,melli,42000,1,0,1,0,3
kia cerato,ir 1600,2015,basic,135000000,melli,57000,0,0,14,0,3
renault,talisman,2017,e3,485000000,melli,42000,1,0,1,0,1
kia,optima,2010,basic,180000000,melli,177000,1,0,4,2,3
kia,sportage gt,2013,line,315000000,melli,59000,1,0,1,1,1
hyundai,santafe ix45,2015,2400cc,480000000,melli,52000,1,0,1,1,4
mazda,3 ir,2008,type3,140000000,melli,181000,1,0,4,0,-1
volvo,c70,2013,convertible,535000000,melli,90000,1,0,3,1,10
volvo,c70,2013,convertible,460000000,melli,45000,1,0,1,8,10
nissan,maxima ir,2009,at,185000000,melli,200000,1,0,1,0,2
toyota,prado 4doors,2008,4cylinder,485000000,melli,0,1,0,1,0,2
peugeot,206 ir,2012,type2,44000000,melli,122000,0,0,4,0,1
kia,cerato,2015,2000,150000000,gozar movaqaat,44000,1,0,1,2,1
bmw 5,series sedan,2005,520i,265000000,melli,180000,1,0,1,4,2
peugeot,206 ir,2004,type3,29000000,melli,194000,0,0,3,1,13
bmw,x3,2008,30,272000000,melli,0,1,0,1,0,2
saina,ex,2018,mt,53700000,melli,0,0,0,1,0,1
kia,sportage,2016,basic,410000000,melli,50000,1,1,1,0,1
volvo,c70,2013,convertible,520000000,melli,84000,1,0,7,4,10
mercedes benz,s class,2014,s550,750000000,gozar movaqaat,60000,1,0,1,1,1
hyundai,i10,2017,ir,138000000,melli,18000,1,0,1,2,3
mvm,110 4cylinder,2014,mt,28700000,melli,28000,0,0,1,9,2
hyundai,accent,2018,ir,230000000,melli,0,1,0,1,2,1
peugeot,206 ir,2016,type5,60500000,melli,0,0,0,7,0,1
hyundai,accent,2018,ir,230000000,melli,0,1,0,1,1,1
peugeot,pars,2014,mt,52000000,melli,60000,0,0,5,0,-1
lifan,x60,2014,mt,83000000,melli,100000,0,0,1,0,1
toyota,c hr,2017,hybrid,480000000,melli,8000,1,2,1,0,1
bmw 5,series sedan,2015,528i,870000000,melli,50000,1,0,1,0,4
nissan,teana ir,2011,xl,245000000,melli,155000,1,0,1,0,1
lexus nx,300h f,2017,sport,865000000,melli,31000,1,2,1,0,6
pride,151,2018,se,38000000,melli,0,0,0,1,0,1
chery,tiggo5 at,2016,excellent,160000000,melli,52000,1,0,1,6,1
toyota,prado 4doors,2008,4cylinder,430000000,melli,90000,1,0,1,4,2
bmw 3,series convertible,2009,335i,420000000,melli,90000,1,0,3,0,4
mvm,x33s at,2018,sport,160000000,melli,22000,1,0,1,1,1
hyundai,tucson,2015,ix35,375000000,melli,30000,1,0,1,0,4
peugeot,206 ir,2008,type6,48000000,melli,140000,1,0,5,4,1
peugeot,pars,2010,mt,39500000,melli,90000,0,0,5,4,1
jac,j5,2016,at,95000000,melli,80000,1,0,3,0,1
hyundai,santafe ix45,2015,2400cc,225000000,gozar movaqaat,26000,1,0,1,0,1
renault,megan ir,2011,2000,130000000,melli,115000,1,0,1,4,2
nissan,maxima ir,2010,at,195000000,melli,206000,1,0,5,0,2
bmw,z4,2014,28,620000000,melli,27000,1,0,1,7,1
nissan,juke,2017,sport,350000000,melli,13000,1,0,1,16,1
citroen,xantia 2.0,2007,sx,78000000,melli,130000,0,0,1,0,1
kia,optima,2013,gtline,315000000,melli,124000,1,0,1,0,2
ssang,yong tivoli,2017,elite,245000000,melli,38000,1,0,1,0,2
tiba,hatchback,2016,ex,43000000,melli,35000,0,0,1,4,3
pick,up cara,2018,4door,62500000,melli,0,0,0,1,0,3
bmw,x3,2016,28,800000000,melli,72000,1,0,1,19,5
kia cerato,ir 2000,2018,optional,205000000,melli,26000,1,0,1,0,1
renault,duster pe,2016,fwd,191000000,melli,38000,1,0,1,4,2
bmw 5,series sedan,2007,530xi,340000000,melli,140000,1,0,1,0,3
lexus nx,200t f,2016,sport,840000000,melli,44000,1,0,1,1,6
nissan,teana ir,2012,xl,285000000,melli,90000,1,0,1,0,2
mercedes benz,c class,2012,c200,515000000,melli,65000,1,0,1,0,1
peugeot,pars,2010,at,52000000,melli,153000,1,0,13,0,2
ssang,yong tivoli,2016,elite,225000000,melli,58000,1,0,1,9,1
toyota,camry,2007,glx,197000000,melli,225000,1,0,3,0,3
toyota,prado 2doors,2007,4cylinder,375000000,melli,112000,1,0,3,4,3
renault,talisman,2017,e3,400000000,melli,17000,1,0,4,9,1
hyundai,accent,2018,ir,222000000,melli,0,1,0,1,0,1
hyundai,accent,2018,ir,223000000,melli,0,1,0,1,2,1
alfa,romeo,2016,giulietta,450000000,melli,49000,1,0,1,2,5
chery,tiggo5,2018,ie,198000000,melli,2000,1,0,1,0,5
mg,6,2015,gt,205000000,melli,57500,1,0,1,1,2
samand,soren,2012,elx,50000000,melli,83000,0,0,12,1,1
hyundai,avante,2011,at,122000000,melli,136000,1,0,4,0,3
hyundai,santafe ix45,2017,2400cc,640000000,melli,0,1,0,1,1,1
bmw 3,series sedan,2007,320i,192000000,melli,150000,1,0,3,0,2
nissan,maxima ir,2003,at,145000000,melli,0,1,0,1,9,2
hyundai sonata,hybrid gls,2018,plus,515000000,melli,2200,1,2,1,0,4
lexus,es,2008,350,285000000,melli,190000,1,0,4,1,2
bmw,7 series,2010,750li,930000000,melli,40000,1,0,1,0,2
kia,optima,2017,gtline,435000000,melli,39000,1,0,5,6,1
peugeot,206sd,2014,v8,63000000,melli,92000,0,0,1,0,1
chery,tiggo7,2018,excellent,280000000,melli,0,1,0,1,0,5
hyundai,accent,2018,ir,223000000,melli,0,1,0,1,1,1
kia,optima,2015,basic,390000000,melli,63000,1,0,1,0,1
toyota,corolla,2008,gli,169000000,melli,140000,1,0,4,0,2
samand,lx,2012,basic,40000000,melli,180000,0,0,6,2,2
nissan,maxima ir,2003,mt,103000000,melli,300000,0,0,5,0,3
mitsubishi,lancer 1.8,2017,at,285000000,melli,40000,1,0,1,0,1
toyota,hilux,1992,2door,75000000,melli,300000,0,0,1,0,1
kia,sportage,2014,basic,345000000,melli,111000,1,0,1,6,1
kia,sportage,2014,basic,315000000,melli,95000,1,0,1,0,1
toyota,camry,2016,glx,465000000,melli,20000,1,0,5,0,3
citroen,c3,2018,ir,297000000,melli,0,1,0,1,0,1
kia,optima,2017,gtline,480000000,melli,23000,1,0,1,2,4
bmw 5,series sedan,2005,525i,250000000,melli,150000,1,0,4,0,2
kia,sorento,2009,basic,230000000,melli,205000,1,0,1,1,1
renault,megan ir,2010,2000,110000000,melli,0,1,0,3,1,-1
toyota,c hr,2018,hybrid,530000000,melli,0,1,2,1,1,1
mvm x22,at sport,2018,excellent,135000000,melli,8000,1,0,1,8,2
besturn,b30,2017,at,110000000,melli,45000,1,0,1,0,1
toyota,corolla,2008,gli,173000000,melli,197000,1,0,1,1,2
bmw 3,series convertible,2008,325i,330000000,melli,127000,1,0,1,5,6
hyundai,tucson,2015,ix35,370000000,melli,0,1,0,1,0,4
bmw,x1,2014,18,420000000,melli,90000,1,0,1,0,2
hyundai,verna,2007,mt,48000000,melli,168000,0,0,4,6,-1
chery,tiggo5 at,2016,excellent,160000000,melli,560000,1,0,1,0,1
kia,sorento,2011,basic,345000000,melli,150000,1,0,1,1,1
peugeot,206sd,2008,v9,48000000,melli,145000,1,0,6,0,1
mvm,x33s at,2017,sport,144000000,melli,20000,1,0,1,1,1
peugeot,206 ir,2009,type2,41000000,melli,240000,0,0,3,20,1
hyundai,tucson,2015,ix35,365000000,melli,55000,1,0,1,1,1
toyota landcruiser,4door v8,2007,4700cc,820000000,melli,135000,1,0,1,1,3
kia,optima,2010,basic,255000000,melli,75000,1,0,1,5,1
mvm,x33s at,2016,sport,149000000,melli,30000,1,0,1,0,1
bmw,x1,2013,18,420000000,melli,115000,1,0,1,6,2
toyota,yaris,2016,hatchback,265000000,melli,33000,1,0,1,0,2
peugeot,206 ir,2017,type5,69000000,melli,32000,0,0,1,2,1
kia cerato,ir 2000,2017,optional,195000000,melli,56000,1,0,1,1,1
brilliance,h320 at,2018,1.65,100000000,melli,12000,1,0,1,14,1
mvm,x22 mt,2017,basic,100000000,melli,53000,0,0,3,0,12
mvm,x22 at,2018,luxury,138500000,melli,0,1,0,1,0,1
nissan,juke,2017,platinum,320000000,melli,27000,1,0,1,1,1
chery,tiggo7,2018,excellent,265000000,melli,5000,1,0,1,0,4
toyota,c hr,2016,hybrid,450000000,melli,38000,1,2,1,11,-1
nissan,zamyad pickup,2018,gas,65000000,melli,0,0,0,1,8,1
lexus nx,200t f,2016,sport,810000000,melli,31000,1,0,1,0,16
renault megan,ir e2,2011,1600,115000000,melli,94000,0,0,3,0,2
peugeot,pars,2018,at,104000000,melli,0,1,0,1,0,-1
toyota,corolla,2015,gli,320000000,melli,50000,1,0,1,0,2
lifan,x60,2016,mt,95000000,melli,45000,0,0,1,0,1
kia,cerato,2011,2000,172500000,melli,127000,1,0,1,0,1
suzuki grand,vitara ir,2008,mt2.0,140000000,melli,0,0,0,3,1,1
kia,optima,2010,basic,210000000,melli,130000,1,0,1,0,1
volvo,v40 R,2014,Design%20Plus,470000000,melli,44000,1,0,1,4,1
samand,lx ef7,2013,cng,46000000,melli,0,0,1,1,0,2
lifan,x50,2016,at,85000000,melli,37000,1,0,1,0,1
kia,cerato,2008,2000,150000000,melli,200000,1,0,3,1,2
kia,rio,2015,sedan,190000000,melli,23000,1,0,1,1,1
mg,6,2016,gt,217000000,melli,63000,1,0,1,1,1
samand,lx ef7,2017,cng,62000000,melli,52000,0,1,5,0,2
bmw 5,series sedan,2015,528i,850000000,melli,68000,1,0,1,19,4
nissan,maxima ir,2010,at,195000000,melli,120000,1,0,12,0,3
mercedes benz,class coupe,2005,clk200,220000000,melli,165000,1,0,3,0,10
kia,sportage,2014,basic,360000000,melli,100000,1,0,1,1,3
kia,sorento,2009,basic,230000000,melli,153000,1,0,4,1,19
toyota,corolla,2015,gli,330000000,melli,55000,1,0,3,0,2
nissan,teana ir,2011,xv,265000000,melli,130000,1,0,8,0,1
dongfeng,h30,2018,cross,104000000,melli,27000,1,0,1,25,1
porsche,cayenne,2010,v6,770000000,melli,130000,1,0,1,1,4
toyota,fj,2012,cruiser,840000000,melli,98000,1,0,1,1,1
alfa,romeo,2012,giulietta,249000000,melli,69000,1,0,1,0,1
rigan,coupa,2018,flagship,350000000,melli,0,1,0,1,0,2
mvm x22,at sport,2018,excellent,153000000,melli,0,1,0,1,0,4
toyota,corolla,2013,xli,260000000,melli,113000,1,0,1,0,2
jac,j5,2013,mt,74500000,melli,75000,0,0,1,1,2
hyundai,tucson,2015,ix35,365000000,melli,0,1,0,1,0,1
chery,arrizo5te at,2018,excellent,184000000,melli,0,1,0,1,0,1
hyundai,santafe ix45,2015,2400cc,450000000,melli,60000,1,0,1,0,1
nissan,zamyad pickup,2018,cng,62500000,melli,0,0,1,1,8,-1
kia,optima,2014,basic,340000000,melli,90000,1,0,1,0,1
alfa,romeo,2017,giulietta,379000000,melli,31000,1,0,1,8,1
bmw 5,series sedan,2013,528i,680000000,melli,33500,1,0,1,0,4
kia,cerato 1600,2013,at,170000000,melli,84000,1,0,3,6,2
toyota,c hr,2017,awd,470000000,melli,11000,1,0,1,12,1
bmw,x1,2014,18,450000000,melli,98000,1,0,1,13,2
